Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
77	-10.510675	8.353853	-1.9998629	-32.747208	-13.317526	15.379254	-1.8512399	-54.57735	48.93827	86.4	307999	-3.5996947	5.661242	19.496304	-52.271114	3.4840298	0.031916544	27460.404945373535
78	-12.44049	11.460296	-1.7178509	-73.77942	-47.778625	63.48736	-2.002246	-219.22115	58.367645	215.9	311999	-3.6585956	5.5702386	21.650768	-51.86732	3.545694	0.032770224	27942.415146827698
79	-10.112805	8.135139	-1.709414	-32.586514	-17.668652	11.265609	-4.436906	-39.370083	45.3	76.6	315999	-3.7299666	5.5763407	17.811083	-50.652946	3.617675	0.035290662	28403.699622154236
80	-13.446623	20.047058	-1.8791124	-144.86354	-11.471849	8.060252	-1.9782492	-26.17245	58.264706	45.8	319999	-3.745051	5.573263	15.16436	-49.92864	3.632295	0.033036612	28829.138242006302
81	-14.25748	9.9082	-1.8182361	-39.461025	-35.45675	60.3611	-2.663557	-211.67073	57.294117	103.2	323999	-3.6866632	5.5252476	12.872128	-49.050423	3.5680501	0.03199272	29253.83806037903
82	-20.675879	39.84176	-2.5640457	-253.85884	-8.747263	7.131593	-2.0876899	-28.449415	69.76271	34.7	327999	-3.5307071	5.307458	9.899117	-46.810623	3.4113424	0.034807242	29672.665238380432
83	-10.753861	7.15814	-2.5865772	-30.540655	-9.589001	7.790736	-2.6984136	-30.54414	45.22472	42.8	331999	-3.550222	5.141936	8.479859	-45.620457	3.443235	0.033797324	30089.88066649437
84	-11.300753	9.031678	-1.9739314	-37.9051	-12.169783	10.253109	-2.3668742	-31.482878	46.139534	49.4	335999	-3.7163866	5.3025546	7.1302075	-48.210823	3.6125891	0.030441359	30508.141392946243
85	-9.426466	7.0312862	-1.8108928	-29.907417	-9.612415	8.790365	-2.2960176	-27.044672	38.76923	39.5	339999	-3.8038504	5.5275226	7.013215	-47.599884	3.6980684	0.032666925	30943.521572589874
86	-9.687021	7.0007567	-1.6720842	-28.083183	-13.963725	9.954264	-3.0407474	-29.94044	39.455444	49.5	343999	-3.8708823	5.8058753	2.7990088	-48.83393	3.763604	0.03345184	31412.304517507553
87	-10.531096	9.466051	-1.6137344	-46.23347	-12.222694	8.07509	-2.6602898	-28.436083	45.19318	47.7	347999	-3.8861513	5.9637423	7.165349	-51.7768	3.7785058	0.030269893	31869.212671756744
88	-10.822635	9.941425	-2.0279117	-70.80391	-9.319681	8.463258	-2.2668786	-26.110336	50.886074	37.2	351999	-3.894184	5.975614	7.5566177	-50.31827	3.7882378	0.031148143	32322.189010620117
89	-10.002918	7.028819	-1.6716526	-27.72185	-16.822186	9.485967	-3.856951	-27.163694	42.344086	62.2	355999	-3.9283955	6.015159	2.8186033	-53.789013	3.8229494	0.03111767	32784.30295801163
90	-9.567893	7.6144433	-1.7755612	-28.709578	-8.91969	8.977169	-2.0897474	-28.3744	39.901962	35.7	359999	-3.901687	5.8978734	2.4786339	-53.097603	3.796841	0.032421432	33241.42642879486
91	-9.661653	8.563255	-1.773112	-37.002907	-9.702091	7.999099	-2.9003441	-26.001152	43.032608	40.9	363999	-3.8510125	5.677096	2.8490353	-54.975338	3.7451315	0.034933798	33692.96626138687
92	-11.103078	8.011385	-2.3938427	-29.188725	-7.874204	6.0212765	-2.9519093	-20.859707	45.08989	36.0	367999	-3.7883604	5.617574	3.8663745	-56.1667	3.681378	0.03380213	34166.29449605942
93	-11.817282	7.700477	-2.0049162	-27.8307	-13.70936	6.7767205	-5.5815234	-23.684189	46.976746	53.5	371999	-3.6713357	5.6268306	3.1817615	-55.590794	3.56528	0.030976616	34620.807094335556
94	-11.326013	10.844527	-1.6134576	-71.674034	-10.594912	8.7023115	-2.5077057	-27.421375	47.607143	39.9	375999	-3.7044988	5.6087394	3.041257	-55.249916	3.6051884	0.03176178	35077.99637103081
95	-11.130334	10.20658	-1.5709283	-62.923805	-9.59965	6.005002	-3.490973	-18.679123	45.930233	40.6	379999	-3.7664595	5.6238666	2.5297804	-55.439426	3.6627727	0.031607635	35552.6253964901
96	-11.12874	8.037489	-1.651413	-27.692614	-8.248699	8.000135	-2.3747604	-25.995749	44.47778	34.5	383999	-3.732227	5.6841116	2.9979324	-55.598637	3.627423	0.030919105	36019.0786857605
97	-11.592777	8.786431	-1.8384668	-33.525173	-7.6764374	6.685822	-1.8331805	-20.8966	46.813953	32.7	387999	-3.7352657	5.715807	3.4115276	-58.175583	3.633516	0.03332633	36462.47438120842
98	-8.393936	6.143616	-1.8819832	-29.10714	-9.34678	6.8841925	-3.5119345	-26.951504	36.862385	38.0	391999	-3.704665	5.7244425	8.861825	-59.329826	3.601807	0.034059554	36886.55497074127
99	-11.259985	8.858182	-2.0935686	-41.243374	-7.85774	5.8187647	-3.1564703	-21.115381	46.97647	36.0	395999	-3.6731873	5.564915	12.230137	-59.15814	3.5692708	0.033992395	37324.45278811455
100	-11.499794	9.064888	-1.4355187	-42.855907	-14.171736	18.817728	-3.3031387	-66.10553	46.91765	82.0	399999	-3.6375234	5.526876	12.91788	-54.978626	3.5364728	0.033332504	37772.68518638611
101	-9.347474	7.825956	-1.5042102	-46.625656	-7.923156	5.596569	-2.0461	-21.791454	41.739582	35.9	403999	-3.666909	5.6403017	3.6956797	-57.643852	3.5651066	0.033484247	38230.84745764732
102	-11.184848	8.627456	-1.5375962	-30.22237	-11.672241	9.803143	-2.530562	-26.860807	44.555557	47.9	407999	-3.721059	5.64376	5.8219376	-61.097202	3.624585	0.033874355	38694.407019138336
103	-9.834624	7.8195486	-1.4248419	-31.756824	-9.199262	7.774706	-2.7518246	-25.877829	41.747368	37.8	411999	-3.746003	5.647433	10.281311	-62.78164	3.6481938	0.036019944	39173.72979474068
104	-12.65208	31.95102	-1.6512243	-308.25958	-9.401639	8.166211	-2.571615	-26.675695	43.868134	40.6	415999	-3.6972938	5.587943	17.511154	-62.87883	3.5929892	0.036948446	39664.49642658234
105	-76.4545	108.03113	-2.8857467	-324.86722	-108.13003	126.42173	-4.2626457	-309.94708	170.54546	221.2	419999	-3.5896132	5.5958357	17.814304	-66.663536	3.487698	0.038736552	40159.94503188133
106	-90.594345	108.37304	-4.950312	-338.20166	-12.673239	8.613256	-4.2200155	-30.546785	213.55	48.8	423999	-3.4416308	5.6341786	12.584161	-66.34897	3.3293414	0.03896173	40629.15763401985
107	-45.15348	78.49979	-3.8965628	-251.48087	-62.584877	77.52799	-4.9156456	-230.26448	118.90909	191.2	427999	-3.452298	5.7082615	9.750351	-68.855965	3.3492324	0.038690783	41099.84962320328
108	-34.115208	73.15253	-3.4285681	-398.6925	-12.613568	8.919106	-4.372757	-30.124624	101.95	53.0	431999	-3.5756168	5.6515336	7.935372	-67.44025	3.467233	0.042716637	41527.2177734375
109	-15.416719	15.89582	-1.8256611	-94.72288	-22.613169	29.019861	-2.1834497	-86.91759	71.26786	128.7	435999	-3.5479581	5.4400153	8.642068	-65.87122	3.4405828	0.042473838	41948.46605014801
110	-20.019651	25.339836	-1.5993639	-135.1296	-6.026484	3.81401	-2.1400762	-14.652992	93.023254	29.9	439999	-3.6679113	5.39315	12.645571	-59.565872	3.5690951	0.046116356	42370.0160112381
111	-15.847603	19.917154	-1.0248727	-85.7684	-21.386515	23.88749	-2.9772255	-87.75284	79.36	111.2	443999	-3.9329665	5.6547637	13.821912	-62.428688	3.8408604	0.042437684	42829.627490758896
112	-12.111338	8.859699	-1.8571283	-40.540947	-11.604084	8.6047735	-1.7597417	-25.148403	49.1875	50.8	447999	-4.0859437	5.9618917	13.854223	-66.21099	3.9920893	0.043827303	43315.93239378929
113	-13.0394945	18.256277	-1.764869	-117.48052	-10.802109	8.050405	-1.4114337	-28.327366	58.028168	48.1	451999	-4.1209526	6.0902743	17.397541	-69.3364	4.0232444	0.045649115	43802.68557691574
114	-11.224633	10.037084	-1.309127	-47.165215	-11.4606495	7.7493005	-2.7909303	-25.29445	48.719513	46.6	455999	-4.1408653	6.0343366	15.819903	-67.896416	4.0393095	0.043216508	44286.21152639389
115	-10.32367	7.8245463	-1.6825681	-28.474884	-8.932558	5.520807	-2.6595438	-19.670506	42.526882	37.2	459999	-4.0546527	5.971001	16.902782	-67.87475	3.9501486	0.040449332	44771.37994194031
116	-9.470275	7.7922196	-1.499161	-28.36797	-11.477655	8.559816	-2.4829748	-24.011883	38.657143	43.9	463999	-3.948565	6.039382	16.661129	-67.3656	3.8430493	0.037935566	45255.33381485939
117	-13.091322	10.830484	-1.5577829	-63.62614	-10.143913	10.074414	-1.7931057	-29.725283	53.146667	39.4	467999	-3.8575966	5.944576	10.6310215	-63.34878	3.7515743	0.037059166	45741.209557294846
118	-10.8047495	8.044194	-1.6168314	-31.14739	-8.445337	5.4690394	-3.4417703	-22.903591	44.07865	37.7	471999	-3.8145666	5.7967577	12.176105	-61.34386	3.7124863	0.03443259	46225.317387104034
119	-9.837504	7.8989935	-2.0375826	-29.847225	-12.127459	8.935909	-2.7534428	-27.792727	40.68	45.2	475999	-3.7949321	5.694527	9.756284	-61.193874	3.6919086	0.03452564	46712.65140366554
120	-11.026604	8.137336	-1.7176821	-28.897839	-11.719625	5.655427	-3.3231256	-22.501104	43.597828	45.5	479999	-3.7652004	5.690592	8.118362	-59.072746	3.6656392	0.032034278	47199.11626124382
121	-11.509957	8.984662	-1.6064758	-42.310318	-10.808914	5.8478837	-4.120182	-20.890297	45.125	46.5	483999	-3.8042378	5.6929703	10.252249	-58.697643	3.709125	0.032466926	47695.62689614296
122	-12.221617	11.340259	-1.8716121	-71.415955	-10.330139	8.108211	-1.7464772	-25.661728	55.72222	42.4	487999	-3.8320966	5.728011	4.443718	-60.395935	3.7344434	0.03406204	48189.092289447784
123	-13.86121	13.5234165	-1.55263	-71.359245	-10.475162	6.7244835	-2.2329729	-21.170853	64.83871	45.8	491999	-3.8169985	5.727804	5.0503235	-60.783463	3.7224605	0.03754749	48676.69872665405
124	-11.220841	8.274756	-1.4828572	-35.242485	-16.811993	24.381231	-1.7119436	-86.58567	46.882355	82.3	495999	-3.980725	5.8134646	3.480362	-63.827244	3.8912783	0.03881307	49167.43531870842
125	-12.493329	12.887451	-1.650713	-88.57636	-12.149623	6.675491	-3.6132903	-25.302895	54.10811	48.0	499999	-3.9998403	5.8007507	7.0508947	-61.82193	3.904534	0.039593153	49655.67673587799
126	-10.439204	10.475825	-1.7876352	-80.89227	-20.545673	25.34619	-2.6648817	-92.289	48.841465	90.7	503999	-3.9200394	5.754794	6.5069447	-59.40299	3.8234668	0.03871927	50148.64588904381
127	-13.359892	16.801851	-2.2820284	-95.98706	-9.459138	7.288257	-2.5918038	-25.971214	60.530304	39.3	507999	-3.9457788	5.7371283	6.2138042	-61.46875	3.8554673	0.04039961	50640.14170742035
128	-12.624104	16.862848	-2.1050782	-105.59906	-6.5270867	5.046579	-1.7037528	-17.937265	55.36111	30.4	511999	-4.0693326	5.7866874	4.604822	-64.039505	3.983507	0.042738337	51137.858021736145
