Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
12	-569.7528	56.87427	-478.8	-631.7686	910.0	-50.003242	0.0035930818	-49.966496	-50.00635	52000	0.0058224346	195.09326	0.0	-21.021667	0.91853106	-6.2584875e-09	116.5429117679596
13	-618.11664	33.54571	-560.37646	-642.0111	973.0	-51.498074	0.004789369	-51.458416	-51.501232	56000	-0.03423941	146.36887	0.0	-26.739883	0.9185319	3.695488e-09	124.9381365776062
14	-623.7254	13.222073	-608.6537	-636.92487	1000.0	-53.174843	0.003336987	-53.14854	-53.177208	60000	0.012606096	84.646965	0.0	-20.72834	0.91851735	-5.662441e-09	133.58968305587769
15	-577.56085	53.207485	-493.65707	-640.32904	919.25	-54.712296	0.0013730072	-54.70514	-54.714413	64000	-0.040833786	162.30391	0.0	-2.5946655	0.91851157	2.0861626e-09	142.14907670021057
16	-615.20355	16.0599	-587.9844	-628.51465	986.0	-55.317696	0.005134087	-55.283367	-55.320713	68000	0.005835686	84.89573	0.0	-6.8747177	0.918484	-2.026558e-09	150.63110637664795
17	-617.70935	19.70973	-586.932	-639.12445	991.0	-56.225452	0.003435278	-56.196495	-56.22767	72000	0.0063056545	76.91613	0.0	-5.011116	0.91845745	-5.3644182e-09	159.20914244651794
18	-596.42804	43.87315	-523.2702	-640.0155	960.25	-56.9913	0.27648044	-53.88176	-57.049046	76000	0.01112776	71.12108	0.0	-3.0484848	0.91843903	-3.8743018e-09	167.6839988231659
19	-623.31586	4.86997	-619.58966	-631.68976	1000.0	-57.698006	0.0039562886	-57.66912	-57.70121	80000	-0.0110374205	28.77846	0.0	-5.3842564	0.91843617	-2.9802322e-10	176.01736903190613
20	-604.5829	21.273443	-570.35486	-625.7012	974.75	-58.56914	0.018303566	-58.43578	-58.5763	84000	-0.014889397	64.982544	0.0	-0.5871048	0.9184202	1.1324882e-09	184.44696187973022
21	-630.04785	13.30426	-613.54474	-648.56464	1000.0	-58.88972	0.026622672	-58.63116	-58.900898	88000	-0.036075305	24.542124	0.0	-4.503689	0.9183995	2.9802323e-09	192.90242862701416
22	-610.0305	7.880523	-602.6979	-623.2451	1000.0	-59.698578	0.070392884	-59.08488	-59.724903	92000	-0.020457108	12.474528	0.0	-0.21462631	0.918361	7.629395e-09	201.48722076416016
23	-555.1249	21.919806	-531.6191	-583.8734	882.0	-59.932056	0.009067732	-59.864468	-59.93705	96000	-0.021908188	213.63052	0.0	-183.9259	0.91831803	-4.1723253e-10	210.32307887077332
24	-509.30426	67.74044	-438.5193	-621.1018	815.5	-49.583603	16.685116	8.919106	-59.203434	100000	-0.03187457	108.020935	0.0	-68.21181	0.9182675	4.529953e-09	219.11709451675415
25	-542.01447	45.570103	-492.01608	-611.6233	870.0	-50.25197	15.385926	-13.7086115	-59.80896	104000	0.036989477	185.28636	0.0	-96.32189	0.9182135	-2.5629998e-09	228.07757306098938
26	-516.80347	69.818436	-433.28113	-622.24146	828.25	-55.539635	7.1088424	-36.213802	-60.15831	108000	0.013019111	73.63767	0.0	-12.335861	0.91818434	-3.4570693e-09	236.68569087982178
27	-593.68616	39.7397	-524.9116	-618.15894	960.75	-53.312096	8.857784	-29.893673	-60.501713	112000	0.011643022	86.793144	0.0	-66.20691	0.91815794	-6.7949295e-09	245.2034718990326
28	-603.4842	16.657911	-575.652	-618.9557	972.25	-53.659134	9.795212	-27.041737	-61.025784	116000	-0.012305967	104.93972	0.0	-50.381413	0.918147	-3.9935113e-09	253.93985867500305
29	-482.32062	70.63217	-402.74777	-601.99176	784.4	-57.697372	6.505882	-37.179966	-61.28279	120000	-0.017034609	195.96672	0.0	-73.833374	0.91812587	-4.768372e-10	262.77011823654175
30	-565.1499	60.453945	-469.38385	-620.8747	914.75	-55.762478	5.224859	-49.201168	-60.47981	124000	-0.06595569	82.195656	0.0	-4.58342	0.9181024	3.3974648e-09	271.3828353881836
31	-482.24176	90.88026	-389.33868	-613.8964	781.5	-57.45348	4.840975	-49.512943	-60.840843	128000	-0.046274554	100.68005	0.0	-2.5129929	0.91804874	-2.6822091e-09	280.0140588283539
32	-468.6844	64.33739	-395.9187	-562.7767	765.0	-56.638577	5.1686606	-49.19357	-60.670303	132000	-0.0019673633	142.09862	0.0	-31.290642	0.91797453	-7.629395e-09	288.75968313217163
33	-439.83432	75.75318	-369.85065	-570.695	708.6	-55.001465	6.98768	-40.424637	-59.707565	136000	-0.024528049	103.1607	0.0	-24.953941	0.9179126	-2.3245812e-09	297.47785472869873
34	-486.26578	81.66994	-390.84134	-598.9367	788.6	-50.111477	12.41471	-29.029648	-59.827583	140000	-0.037934005	134.54027	0.0	-20.028763	0.9178436	-4.8279762e-09	306.0098457336426
35	-440.35342	85.343376	-365.33365	-606.1244	712.0	-55.072773	8.951657	-35.595505	-60.425743	144000	0.0004213209	97.55087	0.0	-21.186874	0.9177624	4.708767e-09	314.70246958732605
36	-422.94418	97.04608	-356.58542	-614.3233	683.8	-55.351086	6.6986513	-36.39852	-60.298794	148000	-0.052998852	91.016426	0.0	-39.279457	0.91769207	2.503395e-09	323.3940188884735
37	-363.61258	25.739063	-317.35547	-393.89838	584.0	-50.6782	11.399169	-30.344904	-60.565533	152000	-0.03398877	71.47761	0.0	-61.97582	0.91760725	-1.847744e-09	332.0885031223297
38	-381.52747	45.616318	-316.41736	-469.59897	617.5	-48.50684	17.512589	-5.786166	-60.720547	156000	-0.006117289	120.74777	0.0	-63.799164	0.917513	-9.6559525e-09	340.9423038959503
39	-345.35178	16.168793	-315.95444	-372.6798	553.5714	-53.345608	10.230668	-20.859137	-61.376007	160000	-0.015985562	46.55694	0.0	-38.0485	0.91742796	-5.066395e-09	349.73635816574097
40	-368.98694	32.364	-320.10202	-420.61115	603.1667	-51.48172	13.321132	-12.003866	-61.521236	164000	-0.023787692	8.848501	0.0	-4.3511624	0.9173412	-3.2782554e-09	358.6452884674072
41	-358.46542	52.17465	-269.72266	-449.39813	579.6667	-47.859203	18.277029	0.2934215	-61.630424	168000	0.00018125366	123.868706	0.0	-67.458206	0.917253	-9.000301e-09	367.3352117538452
42	-374.2737	87.94076	-289.71576	-557.2242	609.1667	-49.59281	14.850732	-15.816188	-61.874763	172000	-0.018409472	113.11454	0.0	-29.90532	0.91717356	-3.5762787e-10	376.27083921432495
43	-323.5112	29.895496	-288.4652	-384.66162	520.2857	-52.081127	10.843141	-24.10466	-62.141026	176000	-0.004285945	37.7054	0.0	-29.809496	0.9170997	-5.722046e-09	385.01288652420044
44	-364.68832	42.71751	-317.67993	-427.55313	592.1667	-45.38086	17.734163	-12.671069	-62.260567	180000	0.025689177	156.44072	0.0	-106.5578	0.9170249	-7.7486035e-09	393.55857372283936
45	-312.51138	22.088629	-277.91693	-347.20886	504.0	-52.78507	10.346859	-21.01857	-62.605816	184000	0.041471556	53.32038	0.0	-46.56717	0.9169708	1.1742115e-08	402.16643261909485
46	-359.0609	111.08926	-283.43423	-604.46027	583.3333	-44.610226	19.19474	-5.757591	-62.399506	188000	-0.02199487	231.04845	0.0	-133.7254	0.9169388	3.8146974e-09	410.941757440567
47	-334.49612	107.5207	-278.65808	-596.8498	544.1429	-48.921383	12.855694	-28.130684	-62.80086	192000	-0.024443343	125.724915	0.0	-9.530052	0.9168984	1.9073487e-09	419.6610472202301
48	-300.04538	39.847027	-252.9223	-394.5852	485.5	-51.357758	11.195714	-28.849577	-63.19895	196000	-0.030334244	71.73132	0.0	-19.916595	0.9168575	-7.092953e-09	428.254536151886
49	-286.6419	13.169225	-259.99832	-303.33643	460.25	-49.854195	12.979891	-21.090199	-63.285316	200000	0.03224036	21.642233	0.0	-14.204985	0.9168076	-7.1525574e-10	437.1771922111511
50	-283.1933	25.350649	-253.0275	-321.99203	454.0	-49.699364	14.63904	-12.951572	-63.501305	204000	-0.012817019	6.7682085	0.0	-3.432149	0.91677415	5.722046e-09	445.89074182510376
51	-305.5406	111.00975	-248.2609	-597.7464	495.875	-42.25609	19.647575	-8.373962	-63.496696	208000	-0.037742425	290.75775	0.0	-205.89807	0.9167382	-7.1525574e-10	454.5831935405731
52	-318.02997	116.244545	-253.98492	-600.1906	515.5714	-48.076195	13.595525	-19.284672	-64.11301	212000	0.0016506881	132.24046	0.0	-32.244118	0.9166917	-1.192093e-10	463.4149007797241
53	-307.59207	111.61365	-251.7641	-601.9142	497.625	-48.31075	12.141639	-25.786654	-63.69628	216000	0.02490874	103.16144	0.0	-24.285545	0.9166562	3.695488e-09	472.14321994781494
54	-261.80344	15.222742	-249.81119	-299.0978	417.66666	-49.724453	13.022524	-20.463528	-64.62508	220000	0.028803937	26.068913	0.0	-20.868248	0.9166287	-7.212162e-09	480.792777299881
55	-312.30862	115.52516	-249.19492	-594.7047	507.42856	-42.84351	18.218927	-10.4136305	-64.096825	224000	0.052056167	201.64426	0.0	-143.15762	0.9166118	-1.9073487e-09	489.65066361427307
56	-296.66577	116.28435	-242.23016	-603.1293	478.875	-47.89837	14.518561	-9.875643	-64.87162	228000	-0.040587053	97.371216	0.0	-43.860558	0.91662925	4.7683715e-09	498.3743255138397
57	-350.39453	160.81721	-229.28844	-607.81	568.5714	-46.81567	11.933453	-11.6287985	-64.06893	232000	0.00070757105	110.6813	0.0	-50.105183	0.91662437	-8.523465e-09	507.2041006088257
58	-295.72937	119.13393	-238.83311	-609.7153	476.125	-51.27822	11.31252	-17.512434	-64.51398	236000	-0.002850856	63.856777	0.0	-16.50454	0.91661465	-6.9141386e-09	515.9990229606628
59	-287.64813	120.972755	-233.80936	-607.06836	462.5	-48.678173	13.377466	-15.723321	-64.475624	240000	-0.0054691224	43.149612	0.0	-15.126169	0.91660666	-1.424551e-08	524.7340090274811
60	-238.57462	7.9372	-227.27783	-251.78433	380.1	-47.935204	14.018586	-15.5663185	-63.91371	244000	-0.078466155	25.828434	0.0	-20.069744	0.91659665	-1.3113022e-09	533.4182517528534
61	-232.89717	5.4421306	-225.88976	-240.72125	371.8	-46.73382	15.424701	-10.69364	-64.23798	248000	0.003187879	5.7752604	0.0	-3.0003996	0.91655827	-5.3048135e-09	542.3037645816803
62	-234.0446	6.6311646	-222.26982	-242.59235	373.2	-46.225452	16.519999	-6.4770403	-63.83015	252000	-0.009262739	4.293649	0.0	-1.642576	0.9165173	-7.629395e-09	550.9515972137451
63	-226.44531	7.8977795	-214.68217	-243.0828	361.0909	-45.390835	17.081572	-3.7762923	-63.810745	256000	-0.04313018	2.001688	0.0	-0.6448159	0.9164805	-4.9471853e-09	559.5794761180878
64	-223.054	4.7955217	-214.7659	-231.29385	354.63635	-45.311882	16.705925	-2.1788654	-63.630135	260000	-0.02682645	0.8814086	0.0	-0.38359943	0.91642714	-7.092953e-09	568.4348561763763
65	-224.82237	10.846059	-211.62668	-248.49107	358.27274	-44.543068	18.05292	0.4840417	-63.798206	264000	-0.051532	12.35074	0.0	-5.465545	0.91636944	1.013279e-09	577.1886286735535
66	-219.80699	11.064824	-207.79295	-246.88799	350.36365	-44.8749	16.976454	-3.0791283	-63.751354	268000	-0.01796457	7.65069	0.0	-2.4720178	0.91629994	6.3180923e-09	585.9138190746307
67	-219.38814	11.594067	-205.03429	-246.41632	349.63635	-44.638157	17.161001	-1.6394862	-63.818436	272000	0.01197272	7.0450354	0.0	-2.9677148	0.91622096	-6.437302e-09	594.7530059814453
68	-212.01	10.819897	-199.49579	-242.20143	338.36365	-45.29147	16.712706	3.7895157	-63.74079	276000	-0.0032599191	3.5497048	0.0	-1.3192532	0.9161616	-2.6822091e-09	603.4784269332886
69	-211.3439	8.292711	-202.11705	-234.75075	337.54544	-44.072197	16.930986	1.2160428	-63.573997	280000	-0.0008163309	3.897734	0.0	-1.0450807	0.91610533	5.9604643e-10	612.3418118953705
70	-259.97665	138.25583	-203.30205	-650.76166	411.77777	-30.854498	32.38589	52.359753	-63.129074	284000	0.030184746	1117.4232	0.0	-902.0654	0.916054	2.503395e-09	621.2236709594727
71	-212.79199	13.189616	-196.95628	-236.84558	341.9091	-49.346905	9.92818	-34.19331	-63.732548	288000	0.0012158508	97.8389	0.0	-50.458645	0.9160253	1.1563301e-08	630.1293683052063
72	-218.54575	20.420666	-199.23973	-280.24902	352.54544	-45.038986	13.178306	-26.1393	-62.49252	292000	0.049641732	55.81303	0.0	-14.814564	0.9159961	8.940697e-09	639.1749505996704
73	-207.0467	12.4511595	-196.9403	-243.08867	331.91666	-46.765835	13.360928	-22.92082	-62.607178	296000	-0.06599588	41.699955	0.0	-13.160013	0.9159858	5.3644182e-09	648.0314602851868
74	-260.3029	144.73666	-192.0516	-665.9234	412.44446	-40.33989	16.323645	-19.539165	-62.253998	300000	0.0041805855	389.14023	0.0	-147.27516	0.9159517	-1.0251999e-08	656.9493019580841
75	-259.52515	155.20709	-193.35641	-670.0069	407.375	-44.79574	10.583057	-34.42095	-62.85423	304000	-0.01114521	326.15363	0.0	-141.38904	0.9159229	-3.0994416e-09	665.9911477565765
76	-214.4004	27.031673	-190.96155	-274.21664	347.81818	-50.607384	6.899892	-41.088593	-62.91897	308000	0.0026287728	182.2218	0.0	-109.918884	0.9158934	-2.9802323e-09	674.9493350982666
77	-254.21501	146.7625	-189.93597	-668.2525	400.44446	-43.97813	12.399532	-29.26857	-62.86563	312000	-0.042202327	297.76147	0.0	-218.14474	0.91587067	-2.9206275e-09	683.8785109519958
78	-198.99931	8.357403	-190.91286	-218.76971	320.5	-47.923855	11.622263	-27.992111	-63.510185	316000	-0.017287832	68.79592	0.0	-46.669456	0.91583073	-7.3313715e-09	692.7105324268341
79	-327.9608	216.69975	-188.6414	-671.04987	504.42856	-42.836697	13.2679205	-18.384857	-62.42472	320000	-0.009394633	335.00223	0.0	-284.42096	0.91578645	-1.2755394e-08	701.6785461902618
80	-269.97937	153.15733	-191.35463	-672.8379	427.25	-53.665756	10.550437	-18.987112	-67.810715	324000	0.016046936	130.57283	0.0	-61.39937	0.9157381	5.2452087e-09	710.6829781532288
81	-260.28342	150.19466	-187.3611	-683.5644	409.8889	-51.93261	13.065365	-13.711224	-71.55763	328000	-0.010071361	58.305084	0.0	-27.273453	0.91570926	-2.9802322e-10	719.5738515853882
82	-250.47041	145.00919	-184.61433	-683.95465	394.8	-49.529953	16.56406	-8.330428	-75.25817	332000	-0.03160461	33.877533	0.0	-15.112087	0.91567904	9.417534e-09	728.5056798458099
83	-241.89986	147.28423	-186.32825	-683.4995	379.4	-49.6004	18.293768	0.21341884	-76.49456	336000	0.0062752776	17.565386	0.0	-4.1592913	0.91563755	-2.9802322e-10	737.3769268989563
84	-193.85493	6.3887362	-182.65749	-204.41257	312.41666	-43.552467	16.186132	0.9685875	-63.193813	340000	-0.021924453	9.656702	0.0	-6.540122	0.91559863	-1.001358e-08	746.1798939704895
85	-242.98694	148.17899	-184.82756	-687.2402	381.1	-45.58035	17.091677	1.2568885	-72.91251	344000	-0.055054948	67.68547	0.0	-52.970844	0.9155569	3.8146974e-09	755.0462863445282
86	-186.50674	4.54395	-180.96838	-198.21866	299.76923	-42.846302	16.748352	-0.09658098	-62.836445	348000	0.0007990112	5.7970285	0.0	-4.4485607	0.915501	5.00679e-09	763.803172826767
87	-187.18948	5.0492873	-180.21631	-197.95311	300.69232	-41.98249	17.199425	-0.22293687	-61.49762	352000	0.034512404	2.4071715	0.0	-1.0955796	0.9154539	-3.0398368e-09	772.5894231796265
88	-187.31808	2.7002537	-182.08952	-192.68195	301.0	-41.647606	16.993677	1.036372	-61.264435	356000	-0.016247384	2.8672543	0.0	-1.4858257	0.91542304	-1.4722347e-08	781.2256832122803
89	-187.99908	3.9562685	-180.79749	-194.57758	303.07693	-41.87516	16.894186	0.44447303	-61.66223	360000	-0.029505445	2.1646383	0.0	-0.95289433	0.91539305	-5.9604643e-10	789.8736553192139
90	-189.82957	3.4806998	-183.20775	-194.8948	305.84616	-41.87872	16.915955	0.13655281	-61.620552	364000	-0.019594928	2.1670146	0.0	-1.1467144	0.9153563	-1.8298627e-08	798.5974581241608
91	-189.95995	4.6119986	-181.86812	-198.83357	305.7	-33.06713	25.467289	23.02004	-61.592457	368000	0.040713377	766.05994	0.0	-680.1874	0.9153168	2.5629998e-09	807.2633883953094
92	-192.77153	2.7060516	-189.9487	-198.71352	312.08334	-44.987907	12.082317	-18.101576	-61.14387	372000	-0.04067463	40.151703	0.0	-35.630062	0.91529524	1.0848045e-08	815.7419679164886
93	-308.0009	195.7275	-190.56494	-648.96606	487.0	-42.104595	14.529096	-10.340234	-61.02343	376000	-0.024684286	326.634	0.0	-262.2985	0.91526353	2.5629998e-09	824.4454190731049
94	-348.916	217.08722	-192.83011	-666.81165	545.1667	-55.194324	11.227885	-19.434343	-66.73666	380000	-0.027261665	80.05066	0.0	-21.174614	0.91521823	-2.3841857e-09	832.9945392608643
95	-424.79318	227.78346	-195.24469	-663.70233	660.8333	-59.07699	10.282129	-17.92796	-72.27449	384000	-0.023264624	53.220284	0.0	-10.768051	0.9151741	-1.847744e-09	841.6247289180756
96	-423.7566	230.40704	-191.1653	-656.88214	657.1667	-59.922802	11.038881	-24.303968	-75.96139	388000	-0.021511478	50.44626	0.0	-8.381363	0.91512036	-2.0861626e-09	850.3129479885101
97	-538.4839	198.48242	-194.78413	-659.86487	829.25	-63.473717	9.714304	-19.792934	-77.92826	392000	0.021223942	14.875816	0.0	-6.493492	0.9150635	5.00679e-09	858.9066519737244
98	-535.97235	197.6755	-193.60507	-653.1283	828.75	-61.075336	10.595896	-25.154171	-78.51842	396000	0.007835141	60.034252	0.0	-29.47604	0.91502243	-3.4570693e-09	867.6045851707458
99	-240.73067	142.86597	-187.86452	-669.15765	382.9	-57.857212	10.018349	-19.230679	-75.098495	400000	0.03680612	187.81262	0.0	-144.22305	0.9149854	5.00679e-09	876.1184277534485
100	-309.01245	197.95778	-186.94177	-651.99615	487.0	-52.357094	16.056026	-12.141471	-73.71271	404000	-0.05084208	81.76279	0.0	-18.650486	0.91496986	-8.046627e-09	885.511058807373
101	-305.00177	199.59392	-186.8313	-654.31805	481.125	-55.071945	13.768787	-10.773146	-73.09656	408000	-0.0044473894	37.828457	0.0	-8.606091	0.9149313	7.927418e-09	894.1927855014801
102	-190.43562	5.3854594	-179.23758	-198.6384	308.58334	-44.828365	15.402379	-6.9569154	-61.599598	412000	-0.00485604	41.33598	0.0	-36.07361	0.91489947	-8.3446505e-10	902.62672996521
103	-186.85504	3.9005845	-180.5925	-195.85779	302.84616	-42.27202	16.468613	-5.362169	-61.203854	416000	-0.01039634	3.2864215	0.0	-1.5709453	0.9148662	4.053116e-09	911.1414930820465
104	-183.01889	3.0432131	-180.2721	-188.8407	296.30768	-42.0056	16.89866	-2.425188	-61.175503	420000	0.017935527	1.7457249	0.0	-0.74161935	0.91483325	6.556511e-09	919.6909408569336
105	-181.14778	3.3469584	-177.15402	-189.10873	293.07693	-42.04142	16.461195	-2.0751307	-60.63171	424000	-0.051836528	1.0075685	0.0	-0.30476135	0.91481155	3.2782554e-09	928.197536945343
106	-178.12831	2.337744	-174.47124	-183.846	288.15384	-41.489563	16.52745	-0.8420023	-60.499012	428000	-0.0065988256	0.8136094	0.0	-0.22823566	0.91477334	-4.4107438e-09	936.7198576927185
107	-176.70833	2.328357	-172.95926	-182.87827	285.0	-40.690125	16.949982	-0.6635457	-60.52497	432000	-0.03358123	1.0286055	0.0	-0.5047345	0.91473037	5.4240226e-09	945.3105275630951
108	-177.27684	2.4914262	-173.8729	-182.97534	286.53845	-41.437267	16.45168	-0.564028	-60.20077	436000	-0.02563433	1.2474519	0.0	-0.326882	0.9146798	3.1590461e-09	954.0187056064606
109	-179.36752	4.970669	-174.36513	-193.25073	290.23077	-40.595875	17.19368	-1.0302193	-60.492653	440000	-0.01966072	4.6200404	0.0	-2.5888317	0.9146259	1.2695789e-08	962.6554291248322
110	-181.71721	7.002341	-173.21513	-195.8307	294.23077	-41.030907	17.00764	-2.3436832	-60.59699	444000	-0.02292244	6.214379	0.0	-3.0553384	0.91457194	-1.2338162e-08	971.450267791748
111	-183.35269	9.9014225	-176.17859	-215.58243	297.69232	-41.441227	16.710373	-1.3968685	-61.16526	448000	-0.019715076	5.480245	0.0	-2.2564335	0.91451246	-7.212162e-09	980.1989595890045
112	-238.60767	150.35367	-177.56631	-688.8059	376.2	-43.514008	15.989512	-0.82226527	-67.707	452000	-0.0041036643	146.42543	0.0	-127.41777	0.9144471	-3.8146974e-09	989.0099215507507
113	-241.32007	145.66866	-176.86212	-676.9389	383.7	-49.196102	17.954042	0.62415564	-81.76013	456000	0.011958094	26.90105	0.0	-5.6762695	0.9143925	5.1259996e-09	997.9012248516083
114	-313.05103	211.26962	-176.72969	-679.8717	485.0	-55.529232	18.606516	1.133727	-82.16203	460000	0.028178468	21.29433	0.0	-5.241144	0.9143503	-1.4126301e-08	1006.7737901210785
115	-243.69083	149.36723	-181.48758	-690.4074	385.4	-49.44868	18.670086	1.0975636	-80.86731	464000	0.021450406	19.820135	0.0	-3.9754324	0.91431785	-5.00679e-09	1015.6208438873291
116	-315.9369	213.00684	-173.09969	-686.24115	487.375	-56.529102	18.885372	2.0266688	-82.59295	468000	-0.0036448783	18.192438	0.0	-3.0710726	0.9143016	1.6689301e-09	1024.7933673858643
117	-237.80229	147.6125	-176.93256	-679.67206	376.8	-50.194344	18.688072	1.4041781	-82.03227	472000	0.04340893	12.88849	0.0	-2.7508135	0.9142793	-9.536744e-10	1033.647614479065
118	-308.74115	216.33582	-173.27661	-685.5723	474.5	-54.19564	20.314358	3.7143095	-82.06742	476000	0.011519067	18.908525	0.0	-8.8850765	0.91428417	-4.172325e-09	1042.5384163856506
119	-180.4104	4.747881	-169.656	-188.94826	292.92307	-42.763447	16.842627	2.8868918	-62.261745	480000	0.03457185	12.226455	0.0	-9.220057	0.9142933	-2.026558e-09	1051.3759953975677
120	-180.43124	6.153626	-174.30841	-199.66884	291.6154	-42.265514	17.014631	0.98089445	-61.255833	484000	-0.050001208	2.7298114	0.0	-0.7757195	0.9143146	1.6033649e-08	1060.1436805725098
121	-177.11227	4.2634687	-172.06752	-184.83475	286.0	-41.16855	16.99897	1.6744457	-60.765915	488000	-0.018363738	1.6577518	0.0	-0.89927226	0.914306	6.7353247e-09	1068.7529788017273
122	-174.4392	2.1376622	-170.23784	-177.92184	281.35715	-41.116657	16.918486	0.4247185	-60.22852	492000	0.007911474	0.6415356	0.0	-0.3301559	0.91428995	-5.3048135e-09	1077.303921699524
123	-174.96913	2.083256	-171.85556	-179.36555	282.5	-40.728367	16.947289	1.2827085	-60.017918	496000	-0.0072615766	1.4916593	0.0	-0.9657903	0.9142822	1.0669232e-08	1085.9117107391357
124	-177.13705	2.1964283	-173.10222	-182.6219	285.57144	-40.78886	16.83936	0.814582	-59.822796	500000	-0.028566502	0.7717501	0.0	-0.48389953	0.91427183	-1.4364719e-08	1094.4361391067505
125	-178.31699	2.441274	-173.61401	-182.75465	288.07693	-41.08837	16.460756	0.81159663	-59.88236	504000	0.009512608	0.598381	0.0	-0.36127502	0.9142487	-3.8743018e-09	1103.009467124939
126	-178.81235	1.7305124	-176.61272	-182.74641	290.30768	-41.54981	16.327196	0.2098099	-59.96534	508000	-0.06475507	0.32817212	0.0	-0.04295972	0.9142314	1.9073487e-09	1111.786773443222
127	-179.28061	2.1078358	-175.93297	-184.62546	291.0	-41.58327	16.176867	-0.24794853	-59.9309	512000	-0.048331507	0.31614065	0.0	-0.04710576	0.91419166	8.404255e-09	1120.2656862735748
128	-178.65884	3.0165217	-174.95726	-183.95798	289.92307	-41.627266	16.260342	0.26836717	-59.72986	516000	-0.05664769	0.33957168	0.0	-0.023776054	0.9141394	-1.4841556e-08	1128.721534729004
129	-179.99658	1.9078203	-177.33078	-183.13469	292.53845	-41.745743	16.22572	0.47744083	-59.742287	520000	0.014526436	0.24004015	0.0	-0.017548278	0.9140719	3.3974648e-09	1137.2543468475342
130	-180.48201	2.667614	-174.25131	-185.78821	293.3846	-41.694633	16.344978	0.3939314	-59.797424	524000	-0.0714708	0.44567358	0.0	-0.04083088	0.9140139	2.014637e-08	1145.694356918335
131	-177.76324	2.4118538	-174.47844	-182.62709	288.76923	-41.92938	16.15582	0.1681273	-59.851856	528000	-0.059218142	0.44703048	0.0	-0.23473957	0.91393536	-6.6161157e-09	1154.1748886108398
132	-176.27382	2.2368686	-172.49446	-180.43384	286.69232	-41.34699	16.232763	0.29559445	-59.611317	532000	-0.03131503	0.30033	0.0	-0.04943472	0.91384524	5.90086e-09	1162.6929006576538
133	-174.5537	1.6426424	-170.96124	-176.94212	283.64285	-41.202656	16.313564	-0.0034378767	-59.47722	536000	-0.019243186	0.27055818	0.0	-0.10468419	0.913748	-1.3113022e-09	1171.161384820938
134	-172.49893	0.96799386	-170.67493	-174.13524	280.0	-41.195946	16.314186	0.46351838	-59.398678	540000	-0.046774697	0.22399993	0.0	-0.12360799	0.91365427	-1.1920929e-08	1179.613873720169
